"session_id","session_creation_time","creation_time","session_creation_time_date","year","day","insertion_date","vars_name","vars_value","vars_value_num","month"
"BQT56U063YPYHA3FYU0I_2024-02-21T18:23:59.897Z","2024-02-21 18:23:59.897","2024-02-21 18:23:59.897","2024-02-21","2024","21","2024-02-22 06:20:27.517","userinputmsft","donde queda el mercado de pulgas?",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T18:23:59.897Z","2024-02-21 18:23:59.897","2024-02-21 18:23:59.897","2024-02-21","2024","21","2024-02-22 06:20:27.517","responsemsft","{""conversation_id"":""BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z"",""language"":""es"",""score"":5,""response_time"":6.62,""answer"":""El Mercado de Pulgas se encuentra en el barrio de Colegiales, en Buenos Aires. Es un lugar mágico donde puedes encontrar todo tipo de curiosidades, desde obras de arte perdidas en el tiempo hasta objetos para remodelación. Funciona de martes a domingos, de 11:30 a 18 h. Es recomendable ir con tiempo para disfrutarlo a pleno. ¡Espero que lo disfrutes! "",""data_points"":""turismo.buenosaires.gob.ar-es-turismo-en-barrios.pdf: Pedaleando Buenos Aires | Circuito 10 Vení a pasear en bici por este pulmón verde de la Ciudad. Vamos a recorrer un circuito lleno de atractivos culturales, deportivos y mucha naturaleza. Ver más :unselected: :unselected: :unselected: I La Boca Aquí te espera la mística: arte urbano, el legado de Quinquela Martín, la pasión deportiva y la historia que late debajo del empedrado. Ver más I San Nicolás | Circuito 2 ¡Seguinos! Vamos a descubrir calles con mucha historia, la mejor :unselected: :unselected: arquitectura de principios del siglo XX y toda la movida cultural que caracteriza a Buenos Aires. Ver más 0 Pedaleando Buenos Aires | Circuito 9 Subite a la bici y recorre el Paseo del Bajo. Te guiamos desde el barrio de Retiro hacia Puerto Madero y San Telmo. Una zona de la Ciudad llena de grandes atractivos. ¡ Disfruta del paseo! Ver más I Villa Devoto Conocé a fondo esta zona llena de propuestas gourmet y que forma parte del Distrito del Vino. Además, fue \""el\"" barrio elegido por Diego Maradona. Ver más O Retiro | Circuito 1 Paseá por el recién inaugurado Mercado de los Carruajes, maravillate con mansiones, Bares Notables y la amplia oferta comercial de la calle Florida. Ver más I Pedaleando Buenos Aires | Circuito 8 Te invitamos a subir a la bici para recorrer Almagro y Boedo, dos barrios llenos de historia, tango y fútbol. Ver más I Circuito Papal | Monserrat Te invitamos a recorrer el barrio donde vivió Jorge Bergoglio, mi",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T17:16:28.872Z","2024-02-21 17:16:28.872","2024-02-21 17:16:28.872","2024-02-21","2024","21","2024-02-22 06:20:27.517","responsemsft","{""conversation_id"":""BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z"",""language"":""es"",""score"":5,""response_time"":6.62,""answer"":""El Mercado de Pulgas se encuentra en el barrio de Colegiales, en Buenos Aires. Es un lugar mágico donde puedes encontrar todo tipo de curiosidades, desde obras de arte perdidas en el tiempo hasta objetos para remodelación. Funciona de martes a domingos, de 11:30 a 18 h. Es recomendable ir con tiempo para disfrutarlo a pleno. ¡Espero que lo disfrutes! "",""data_points"":""turismo.buenosaires.gob.ar-es-turismo-en-barrios.pdf: Pedaleando Buenos Aires | Circuito 10 Vení a pasear en bici por este pulmón verde de la Ciudad. Vamos a recorrer un circuito lleno de atractivos culturales, deportivos y mucha naturaleza. Ver más :unselected: :unselected: :unselected: I La Boca Aquí te espera la mística: arte urbano, el legado de Quinquela Martín, la pasión deportiva y la historia que late debajo del empedrado. Ver más I San Nicolás | Circuito 2 ¡Seguinos! Vamos a descubrir calles con mucha historia, la mejor :unselected: :unselected: arquitectura de principios del siglo XX y toda la movida cultural que caracteriza a Buenos Aires. Ver más 0 Pedaleando Buenos Aires | Circuito 9 Subite a la bici y recorre el Paseo del Bajo. Te guiamos desde el barrio de Retiro hacia Puerto Madero y San Telmo. Una zona de la Ciudad llena de grandes atractivos. ¡ Disfruta del paseo! Ver más I Villa Devoto Conocé a fondo esta zona llena de propuestas gourmet y que forma parte del Distrito del Vino. Además, fue \""el\"" barrio elegido por Diego Maradona. Ver más O Retiro | Circuito 1 Paseá por el recién inaugurado Mercado de los Carruajes, maravillate con mansiones, Bares Notables y la amplia oferta comercial de la calle Florida. Ver más I Pedaleando Buenos Aires | Circuito 8 Te invitamos a subir a la bici para recorrer Almagro y Boedo, dos barrios llenos de historia, tango y fútbol. Ver más I Circuito Papal | Monserrat Te invitamos a recorrer el barrio donde vivió Jorge Bergoglio, mi",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T17:16:28.872Z","2024-02-21 17:16:28.872","2024-02-21 17:16:28.872","2024-02-21","2024","21","2024-02-22 06:20:27.517","userinputmsft","donde queda el mercado de pulgas?",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T17:14:55.625Z","2024-02-21 17:14:55.625","2024-02-21 17:14:55.625","2024-02-21","2024","21","2024-02-22 06:20:27.517","userinputmsft","donde queda el mercado de pulgas?",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T17:14:55.625Z","2024-02-21 17:14:55.625","2024-02-21 17:14:55.625","2024-02-21","2024","21","2024-02-22 06:20:27.517","responsemsft","{""conversation_id"":""BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z"",""language"":""es"",""score"":5,""response_time"":6.62,""answer"":""El Mercado de Pulgas se encuentra en el barrio de Colegiales, en Buenos Aires. Es un lugar mágico donde puedes encontrar todo tipo de curiosidades, desde obras de arte perdidas en el tiempo hasta objetos para remodelación. Funciona de martes a domingos, de 11:30 a 18 h. Es recomendable ir con tiempo para disfrutarlo a pleno. ¡Espero que lo disfrutes! "",""data_points"":""turismo.buenosaires.gob.ar-es-turismo-en-barrios.pdf: Pedaleando Buenos Aires | Circuito 10 Vení a pasear en bici por este pulmón verde de la Ciudad. Vamos a recorrer un circuito lleno de atractivos culturales, deportivos y mucha naturaleza. Ver más :unselected: :unselected: :unselected: I La Boca Aquí te espera la mística: arte urbano, el legado de Quinquela Martín, la pasión deportiva y la historia que late debajo del empedrado. Ver más I San Nicolás | Circuito 2 ¡Seguinos! Vamos a descubrir calles con mucha historia, la mejor :unselected: :unselected: arquitectura de principios del siglo XX y toda la movida cultural que caracteriza a Buenos Aires. Ver más 0 Pedaleando Buenos Aires | Circuito 9 Subite a la bici y recorre el Paseo del Bajo. Te guiamos desde el barrio de Retiro hacia Puerto Madero y San Telmo. Una zona de la Ciudad llena de grandes atractivos. ¡ Disfruta del paseo! Ver más I Villa Devoto Conocé a fondo esta zona llena de propuestas gourmet y que forma parte del Distrito del Vino. Además, fue \""el\"" barrio elegido por Diego Maradona. Ver más O Retiro | Circuito 1 Paseá por el recién inaugurado Mercado de los Carruajes, maravillate con mansiones, Bares Notables y la amplia oferta comercial de la calle Florida. Ver más I Pedaleando Buenos Aires | Circuito 8 Te invitamos a subir a la bici para recorrer Almagro y Boedo, dos barrios llenos de historia, tango y fútbol. Ver más I Circuito Papal | Monserrat Te invitamos a recorrer el barrio donde vivió Jorge Bergoglio, mi",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z","2024-02-21 13:59:00.024","2024-02-21 17:13:12.624","2024-02-21","2024","21","2024-02-22 06:20:27.517","userinputmsft","donde queda el mercado de pulgas?",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z","2024-02-21 13:59:00.024","2024-02-21 17:13:12.623","2024-02-21","2024","21","2024-02-22 06:20:27.517","responsemsft","{""conversation_id"":""BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z"",""language"":""es"",""score"":5,""response_time"":6.62,""answer"":""El Mercado de Pulgas se encuentra en el barrio de Colegiales, en Buenos Aires. Es un lugar mágico donde puedes encontrar todo tipo de curiosidades, desde obras de arte perdidas en el tiempo hasta objetos para remodelación. Funciona de martes a domingos, de 11:30 a 18 h. Es recomendable ir con tiempo para disfrutarlo a pleno. ¡Espero que lo disfrutes! "",""data_points"":""turismo.buenosaires.gob.ar-es-turismo-en-barrios.pdf: Pedaleando Buenos Aires | Circuito 10 Vení a pasear en bici por este pulmón verde de la Ciudad. Vamos a recorrer un circuito lleno de atractivos culturales, deportivos y mucha naturaleza. Ver más :unselected: :unselected: :unselected: I La Boca Aquí te espera la mística: arte urbano, el legado de Quinquela Martín, la pasión deportiva y la historia que late debajo del empedrado. Ver más I San Nicolás | Circuito 2 ¡Seguinos! Vamos a descubrir calles con mucha historia, la mejor :unselected: :unselected: arquitectura de principios del siglo XX y toda la movida cultural que caracteriza a Buenos Aires. Ver más 0 Pedaleando Buenos Aires | Circuito 9 Subite a la bici y recorre el Paseo del Bajo. Te guiamos desde el barrio de Retiro hacia Puerto Madero y San Telmo. Una zona de la Ciudad llena de grandes atractivos. ¡ Disfruta del paseo! Ver más I Villa Devoto Conocé a fondo esta zona llena de propuestas gourmet y que forma parte del Distrito del Vino. Además, fue \""el\"" barrio elegido por Diego Maradona. Ver más O Retiro | Circuito 1 Paseá por el recién inaugurado Mercado de los Carruajes, maravillate con mansiones, Bares Notables y la amplia oferta comercial de la calle Florida. Ver más I Pedaleando Buenos Aires | Circuito 8 Te invitamos a subir a la bici para recorrer Almagro y Boedo, dos barrios llenos de historia, tango y fútbol. Ver más I Circuito Papal | Monserrat Te invitamos a recorrer el barrio donde vivió Jorge Bergoglio, mi",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z","2024-02-21 13:59:00.024","2024-02-21 16:05:16.693","2024-02-21","2024","21","2024-02-22 06:20:27.517","userinputmsft","Qué parques hay en la ciudad",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z","2024-02-21 13:59:00.024","2024-02-21 16:05:16.692","2024-02-21","2024","21","2024-02-22 06:20:27.517","responsemsft","{""conversation_id"":""BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z"",""language"":""es"",""score"":0,""response_time"":5.65,""answer"":""Lo siento, no tengo información sobre parques en la ciudad."",""data_points"":"""",""thoughts"":""Searched for:\n\n\nPrompt:\nYou are Boti, Buenos Aires city's chatbot that helps people find information about touristic and cultural places, green spaces, walks, activies or events in Buenos Aires city. ""}",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z","2024-02-21 13:59:00.024","2024-02-21 16:04:57.415","2024-02-21","2024","21","2024-02-22 06:20:27.517","userinputmsft","Qué parques hay en buenos aires",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z","2024-02-21 13:59:00.024","2024-02-21 16:04:57.414","2024-02-21","2024","21","2024-02-22 06:20:27.517","responsemsft","{""conversation_id"":""BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z"",""language"":""es"",""score"":1,""response_time"":6.98,""answer"":""Uy, no sé nada de eso. Acordate que solo podemos charlar sobre planes para hacer en la Ciudad. Puedo recomendarte parques, paseos, obras de teatro, museos. ¡De todo!"",""data_points"":""turismo.buenosaires.gob.ar-es-otros-establecimientos-obeliscopage=5.pdf: Chacabuco Parque Chas Parque Patricios Provincia de Buenos Aires Puerto Madero Recoleta Retiro Saavedra San Cristóbal San Nicolás {https://turismo.buenosaires.gob.ar/es/recorrido/san-nicol%C3%A1s} San Telmo Velez Sarsfield Versalles Villa Crespo Villa del Parque Villa Devoto Villa General Mitre Villa Lugano Villa Luro Villa Ortúzar Villa Pueyrredón Villa Real Villa Riachuelo Villa Santa Rita Villa Soldati Villa Urquiza Buscar por: - Please select - QR atractivos Otro Apply Plaza de Mayo Aquí ocurrieron casi todos los acontecimientos políticos más importantes de la historia argentina. Ver en mapa Plaza Italia Es uno de los lugares con mayor movimiento de gente y transporte de la ciudad. Ver en mapa Puente de la Mujer Ubicado en Puerto Madero, representa la imagen de una pareja que baila el tango y es todo un emblema de la Ciudad. Ver en mapa Registro de prestadores y guías Son una herramienta de promoción que permite a los prestadores acceder a beneficios exclusivos y a los turistas conocer la vasta oferta de servicios con que cuenta la ciudad. Reserva Ecológica Costanera Sur Además de ser el mayor espacio verde de la Ciudad, es una de las reservas más importantes de la región. Ver en mapa Teatro Colón Con más de un siglo de existencia, es considerado uno de los teatros líricos más importantes del mundo. Ver en mapa Tierra Santa El único parque temático religioso de Buenos Aires es una réplica de la Jerusalén de hace más de 2000 años. Ver en mapa Torre Monumental También conocida como la Torre de los Ingleses, fue construida en 1916 y mide más de 60 metros. Ver en mapa Yacht Club Argentino Este\",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z","2024-02-21 13:59:00.024","2024-02-21 16:03:48.340","2024-02-21","2024","21","2024-02-22 06:20:27.517","responsemsft","{""conversation_id"":""BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z"",""language"":""es"",""score"":5,""response_time"":11.16,""answer"":""¡Claro! Aquí te dejo algunas opciones de museos de historia en Buenos Aires:\n\n1. Museo Histórico Cornelio Saavedra: Reflexiona sobre la historia y sociedad argentina.\n2. Museo Casa Carlos Gardel: Preserva y difunde el patrimonio vinculado con Carlos Gardel.\n3. Museo de Arte Popular José Hernández: Colecciona, promueve e investiga el arte popular argentino.\n4. Museo Fernández Blanco: Explora dos períodos del desarrollo creativo hispanoamericano.\n5. Museo del Cine Pablo C. Ducros Hicken: Preserva, difunde e investiga el patrimonio audiovisual argentino.\n\n¡Espero que disfrutes tu visita! "",""data_points"":""cm.pdf: Museos | Buenos Aires Ciudad - Gobierno de la Ciudad Autónoma de Buenos Aires Pasar al contenido principal Inicio Buenos Aires {https://buenosaires.gob.ar/} Cultura {https://buenosaires.gob.ar/cultura} Museos Conocé las actividades de los 12 museos que albergan, cuidan y difunden el patrimonio cultural y artístico público de la Ciudad Institucional {https://buenosaires.gob.ar/cultura/museos} Misión\n{https://www.buenosaires.gob.ar/museos/mision} Registro Único de Bienes Culturales (RUBC)\n{https://buenosaires.gob.ar/registro-unico-de-bienes-culturales-rubc} Museos de la Ciudad\n{https://buenosaires.gob.ar/museos/ciudad} Contacto {https://www.buenosaires.gob.ar/cultura/museos/contacto- 5} Museo José Hernández El MAP presenta Manufactura conjunta, su nueva muestra Desde este jueves 23 de noviembre a las 18 h ya se puede visitar la muestra que reúne obra ... Fecha de publicación: 22/11/2023 Museo Larreta Llega el taller de lectura \""Correspondencias\"" de Agustina Picasso El Museo Larreta trae un nuevo taller a cargo de Agustina Picasso. Será los lunes 6, 13, 2 ... Fecha de publicación: 30/10/2023 Museo Sívori Últimos días para la inscripción a los salones del Sívori El domingo 29 de octubre será el último día de inscripción para pa",,"2"
"BQT56U063YPYHA3FYU0I_2024-02-21T13:59:00.024Z","2024-02-21 13:59:00.024","2024-02-21 16:03:48.340","2024-02-21","2024","21","2024-02-22 06:20:27.517","userinputmsft","Quiero conocer museos de historia",,"2"
